scenario,duration_s,distance_m,rmse_xy_m,rmse_z_m,rmse_3d_m,max_err_xy_m,max_err_z_m,final_err_xy_m,final_err_z_m,final_err_3d_m,drift_percent_xy,rmse_yaw_deg,max_yaw_err_deg
s_curve,46.69999980926514,26.367996531038415,5.78978968056327,0.31171187500209296,5.798174612597852,7.841819766690722,0.5979747292817509,6.430931945350799,0.13760764375466034,6.432404025662032,24.38915652078758,25.174868141099697,57.772987587833356
