scenario,duration_s,distance_m,rmse_xy_m,rmse_z_m,rmse_3d_m,max_err_xy_m,max_err_z_m,final_err_xy_m,final_err_z_m,final_err_3d_m,drift_percent_xy,rmse_yaw_deg,max_yaw_err_deg
slope_up_down,31.744999885559082,11.922856620459001,0.5987190585007559,0.31828968229059507,0.6780655077974985,1.0559711720443745,0.5817902500504198,0.4802684965970868,0.04174337621350334,0.48207918258448795,4.028132786340575,3.86011370204235,21.150174959093988
